Group;Key;Text;codeEL;codeNT;codePython;codePRT
MACD;MACD>MACD1;MACDHist(12,26)[0] > MACDHist(12,26)[1];macdhist(c,12,26,9)[0] > macdhist(c,12,26,9)[1];MACD(12,26,9).Diff[0] > MACD(12,26,9).Diff[1];talib.MACD(C,12,26,9)[2][-1] > talib.MACD(C,12,26,9)[2][-2];(macd[12,26,9](close) - macdline[12,26,9](close))[0] > (macd[12,26,9](close) - macdline[12,26,9](close))[1]
MACD;MACD>MACD2;MACDHist(12,26)[0] > MACDHist(12,26)[2];macdhist(c,12,26,9)[0] > macdhist(c,12,26,9)[2];MACD(12,26,9).Diff[0] > MACD(12,26,9).Diff[2];talib.MACD(C,12,26,9)[2][-1] > talib.MACD(C,12,26,9)[2][-3];(macd[12,26,9](close) - macdline[12,26,9](close))[0] > (macd[12,26,9](close) - macdline[12,26,9](close))[2]
MACD;MACD>MACD3;MACDHist(12,26)[0] > MACDHist(12,26)[3];macdhist(c,12,26,9)[0] > macdhist(c,12,26,9)[3];MACD(12,26,9).Diff[0] > MACD(12,26,9).Diff[3];talib.MACD(C,12,26,9)[2][-1] > talib.MACD(C,12,26,9)[2][-4];(macd[12,26,9](close) - macdline[12,26,9](close))[0] > (macd[12,26,9](close) - macdline[12,26,9](close))[3]
MACD;MACD>MACD4;MACDHist(12,26)[0] > MACDHist(12,26)[4];macdhist(c,12,26,9)[0] > macdhist(c,12,26,9)[4];MACD(12,26,9).Diff[0] > MACD(12,26,9).Diff[4];talib.MACD(C,12,26,9)[2][-1] > talib.MACD(C,12,26,9)[2][-5];(macd[12,26,9](close) - macdline[12,26,9](close))[0] > (macd[12,26,9](close) - macdline[12,26,9](close))[4]
MACD;MACD>MACD5;MACDHist(12,26)[0] > MACDHist(12,26)[5];macdhist(c,12,26,9)[0] > macdhist(c,12,26,9)[5];MACD(12,26,9).Diff[0] > MACD(12,26,9).Diff[5];talib.MACD(C,12,26,9)[2][-1] > talib.MACD(C,12,26,9)[2][-6];(macd[12,26,9](close) - macdline[12,26,9](close))[0] > (macd[12,26,9](close) - macdline[12,26,9](close))[5]
MACD;MACD<MACD1;MACDHist(12,26)[0] <= MACDHist(12,26)[1];macdhist(c,12,26,9)[0] <= macdhist(c,12,26,9)[1];MACD(12,26,9).Diff[0] <= MACD(12,26,9).Diff[1];talib.MACD(C,12,26,9)[2][-1] <= talib.MACD(C,12,26,9)[2][-2];(macd[12,26,9](close) - macdline[12,26,9](close))[0] <= (macd[12,26,9](close) - macdline[12,26,9](close))[1]
MACD;MACD<MACD2;MACDHist(12,26)[0] <= MACDHist(12,26)[2];macdhist(c,12,26,9)[0] <= macdhist(c,12,26,9)[2];MACD(12,26,9).Diff[0] <= MACD(12,26,9).Diff[2];talib.MACD(C,12,26,9)[2][-1] <= talib.MACD(C,12,26,9)[2][-3];(macd[12,26,9](close) - macdline[12,26,9](close))[0] <= (macd[12,26,9](close) - macdline[12,26,9](close))[2]
MACD;MACD<MACD3;MACDHist(12,26)[0] <= MACDHist(12,26)[3];macdhist(c,12,26,9)[0] <= macdhist(c,12,26,9)[3];MACD(12,26,9).Diff[0] <= MACD(12,26,9).Diff[3];talib.MACD(C,12,26,9)[2][-1] <= talib.MACD(C,12,26,9)[2][-4];(macd[12,26,9](close) - macdline[12,26,9](close))[0] <= (macd[12,26,9](close) - macdline[12,26,9](close))[3]
MACD;MACD<MACD4;MACDHist(12,26)[0] <= MACDHist(12,26)[4];macdhist(c,12,26,9)[0] <= macdhist(c,12,26,9)[4];MACD(12,26,9).Diff[0] <= MACD(12,26,9).Diff[4];talib.MACD(C,12,26,9)[2][-1] <= talib.MACD(C,12,26,9)[2][-5];(macd[12,26,9](close) - macdline[12,26,9](close))[0] <= (macd[12,26,9](close) - macdline[12,26,9](close))[4]
MACD;MACD<MACD5;MACDHist(12,26)[0] <= MACDHist(12,26)[5];macdhist(c,12,26,9)[0] <= macdhist(c,12,26,9)[5];MACD(12,26,9).Diff[0] <= MACD(12,26,9).Diff[5];talib.MACD(C,12,26,9)[2][-1] <= talib.MACD(C,12,26,9)[2][-6];(macd[12,26,9](close) - macdline[12,26,9](close))[0] <= (macd[12,26,9](close) - macdline[12,26,9](close))[5]
RSI;RSIabove10;RSI(14)[0] >= 10;rsi(c,14)[0] >= 10;RSI(14,3)[0] >= 10;talib.RSI(C,14)[-1] >= 10;rsi[14](close)[0] >= 10
RSI;RSIabove20;RSI(14)[0] >= 20;rsi(c,14)[0] >= 20;RSI(14,3)[0] >= 20;talib.RSI(C,14)[-1] >= 20;rsi[14](close)[0] >= 20
RSI;RSIabove30;RSI(14)[0] >= 30;rsi(c,14)[0] >= 30;RSI(14,3)[0] >= 30;talib.RSI(C,14)[-1] >= 30;rsi[14](close)[0] >= 30
RSI;RSIabove40;RSI(14)[0] >= 40;rsi(c,14)[0] >= 40;RSI(14,3)[0] >= 40;talib.RSI(C,14)[-1] >= 40;rsi[14](close)[0] >= 40
RSI;RSIabove50;RSI(14)[0] >= 50;rsi(c,14)[0] >= 50;RSI(14,3)[0] >= 50;talib.RSI(C,14)[-1] >= 50;rsi[14](close)[0] >= 50
RSI;RSIabove60;RSI(14)[0] >= 60;rsi(c,14)[0] >= 60;RSI(14,3)[0] >= 60;talib.RSI(C,14)[-1] >= 60;rsi[14](close)[0] >= 60
RSI;RSIabove70;RSI(14)[0] >= 70;rsi(c,14)[0] >= 70;RSI(14,3)[0] >= 70;talib.RSI(C,14)[-1] >= 70;rsi[14](close)[0] >= 70
RSI;RSIabove80;RSI(14)[0] >= 80;rsi(c,14)[0] >= 80;RSI(14,3)[0] >= 80;talib.RSI(C,14)[-1] >= 80;rsi[14](close)[0] >= 80
RSI;RSIabove90;RSI(14)[0] >= 90;rsi(c,14)[0] >= 90;RSI(14,3)[0] >= 90;talib.RSI(C,14)[-1] >= 90;rsi[14](close)[0] >= 90
RSI;RSIbelow10;RSI(14)[0] <= 10;rsi(c,14)[0] <= 10;RSI(14,3)[0] <= 10;talib.RSI(C,14)[-1] <= 10;rsi[14](close)[0] <= 10
RSI;RSIbelow20;RSI(14)[0] <= 20;rsi(c,14)[0] <= 20;RSI(14,3)[0] <= 20;talib.RSI(C,14)[-1] <= 20;rsi[14](close)[0] <= 20
RSI;RSIbelow30;RSI(14)[0] <= 30;rsi(c,14)[0] <= 30;RSI(14,3)[0] <= 30;talib.RSI(C,14)[-1] <= 30;rsi[14](close)[0] <= 30
RSI;RSIbelow40;RSI(14)[0] <= 40;rsi(c,14)[0] <= 40;RSI(14,3)[0] <= 40;talib.RSI(C,14)[-1] <= 40;rsi[14](close)[0] <= 40
RSI;RSIbelow50;RSI(14)[0] <= 50;rsi(c,14)[0] <= 50;RSI(14,3)[0] <= 50;talib.RSI(C,14)[-1] <= 50;rsi[14](close)[0] <= 50
RSI;RSIbelow60;RSI(14)[0] <= 60;rsi(c,14)[0] <= 60;RSI(14,3)[0] <= 60;talib.RSI(C,14)[-1] <= 60;rsi[14](close)[0] <= 60
RSI;RSIbelow70;RSI(14)[0] <= 70;rsi(c,14)[0] <= 70;RSI(14,3)[0] <= 70;talib.RSI(C,14)[-1] <= 70;rsi[14](close)[0] <= 70
RSI;RSIbelow80;RSI(14)[0] <= 80;rsi(c,14)[0] <= 80;RSI(14,3)[0] <= 80;talib.RSI(C,14)[-1] <= 80;rsi[14](close)[0] <= 80
RSI;RSIbelow90;RSI(14)[0] <= 90;rsi(c,14)[0] <= 90;RSI(14,3)[0] <= 90;talib.RSI(C,14)[-1] <= 90;rsi[14](close)[0] <= 90
RSI;RSI2above10;RSI(2)[0] >= 10;rsi(c,2)[0] >= 10;RSI(2,3)[0] >= 10;talib.RSI(C,2)[-1] >= 10;rsi[2](close)[0] >= 10
RSI;RSI2above20;RSI(2)[0] >= 20;rsi(c,2)[0] >= 20;RSI(2,3)[0] >= 20;talib.RSI(C,2)[-1] >= 20;rsi[2](close)[0] >= 20
RSI;RSI2above30;RSI(2)[0] >= 30;rsi(c,2)[0] >= 30;RSI(2,3)[0] >= 30;talib.RSI(C,2)[-1] >= 30;rsi[2](close)[0] >= 30
RSI;RSI2above40;RSI(2)[0] >= 40;rsi(c,2)[0] >= 40;RSI(2,3)[0] >= 40;talib.RSI(C,2)[-1] >= 40;rsi[2](close)[0] >= 40
RSI;RSI2above50;RSI(2)[0] >= 50;rsi(c,2)[0] >= 50;RSI(2,3)[0] >= 50;talib.RSI(C,2)[-1] >= 50;rsi[2](close)[0] >= 50
RSI;RSI2above60;RSI(2)[0] >= 60;rsi(c,2)[0] >= 60;RSI(2,3)[0] >= 60;talib.RSI(C,2)[-1] >= 60;rsi[2](close)[0] >= 60
RSI;RSI2above70;RSI(2)[0] >= 70;rsi(c,2)[0] >= 70;RSI(2,3)[0] >= 70;talib.RSI(C,2)[-1] >= 70;rsi[2](close)[0] >= 70
RSI;RSI2above80;RSI(2)[0] >= 80;rsi(c,2)[0] >= 80;RSI(2,3)[0] >= 80;talib.RSI(C,2)[-1] >= 80;rsi[2](close)[0] >= 80
RSI;RSI2above90;RSI(2)[0] >= 90;rsi(c,2)[0] >= 90;RSI(2,3)[0] >= 90;talib.RSI(C,2)[-1] >= 90;rsi[2](close)[0] >= 90
RSI;RSI2below10;RSI(2)[0] <= 10;rsi(c,2)[0] <= 10;RSI(2,3)[0] <= 10;talib.RSI(C,2)[-1] <= 10;rsi[2](close)[0] <= 10
RSI;RSI2below20;RSI(2)[0] <= 20;rsi(c,2)[0] <= 20;RSI(2,3)[0] <= 20;talib.RSI(C,2)[-1] <= 20;rsi[2](close)[0] <= 20
RSI;RSI2below30;RSI(2)[0] <= 30;rsi(c,2)[0] <= 30;RSI(2,3)[0] <= 30;talib.RSI(C,2)[-1] <= 30;rsi[2](close)[0] <= 30
RSI;RSI2below40;RSI(2)[0] <= 40;rsi(c,2)[0] <= 40;RSI(2,3)[0] <= 40;talib.RSI(C,2)[-1] <= 40;rsi[2](close)[0] <= 40
RSI;RSI2below50;RSI(2)[0] <= 50;rsi(c,2)[0] <= 50;RSI(2,3)[0] <= 50;talib.RSI(C,2)[-1] <= 50;rsi[2](close)[0] <= 50
RSI;RSI2below60;RSI(2)[0] <= 60;rsi(c,2)[0] <= 60;RSI(2,3)[0] <= 60;talib.RSI(C,2)[-1] <= 60;rsi[2](close)[0] <= 60
RSI;RSI2below70;RSI(2)[0] <= 70;rsi(c,2)[0] <= 70;RSI(2,3)[0] <= 70;talib.RSI(C,2)[-1] <= 70;rsi[2](close)[0] <= 70
RSI;RSI2below80;RSI(2)[0] <= 80;rsi(c,2)[0] <= 80;RSI(2,3)[0] <= 80;talib.RSI(C,2)[-1] <= 80;rsi[2](close)[0] <= 80
RSI;RSI2below90;RSI(2)[0] <= 90;rsi(c,2)[0] <= 90;RSI(2,3)[0] <= 90;talib.RSI(C,2)[-1] <= 90;rsi[2](close)[0] <= 90
RSI;RSI>RSI1;RSI(14)[0] > RSI(14)[1];rsi(c,14)[0] > rsi(c,14)[1];RSI(14,3)[0] > RSI(14,3)[1];talib.RSI(C,14)[-1] > talib.RSI(C,14)[-2];rsi[14](close)[0] > rsi[14](close)[1]
RSI;RSI>RSI2;RSI(14)[0] > RSI(14)[2];rsi(c,14)[0] > rsi(c,14)[2];RSI(14,3)[0] > RSI(14,3)[2];talib.RSI(C,14)[-1] > talib.RSI(C,14)[-3];rsi[14](close)[0] > rsi[14](close)[2]
RSI;RSI>RSI3;RSI(14)[0] > RSI(14)[3];rsi(c,14)[0] > rsi(c,14)[3];RSI(14,3)[0] > RSI(14,3)[3];talib.RSI(C,14)[-1] > talib.RSI(C,14)[-4];rsi[14](close)[0] > rsi[14](close)[3]
RSI;RSI>RSI4;RSI(14)[0] > RSI(14)[4];rsi(c,14)[0] > rsi(c,14)[4];RSI(14,3)[0] > RSI(14,3)[4];talib.RSI(C,14)[-1] > talib.RSI(C,14)[-5];rsi[14](close)[0] > rsi[14](close)[4]
RSI;RSI>RSI5;RSI(14)[0] > RSI(14)[5];rsi(c,14)[0] > rsi(c,14)[5];RSI(14,3)[0] > RSI(14,3)[5];talib.RSI(C,14)[-1] > talib.RSI(C,14)[-6];rsi[14](close)[0] > rsi[14](close)[5]
RSI;RSI<RSI1;RSI(14)[0] <= RSI(14)[1];rsi(c,14)[0] <= rsi(c,14)[1];RSI(14,3)[0] <= RSI(14,3)[1];talib.RSI(C,14)[-1] <= talib.RSI(C,14)[-2];rsi[14](close)[0] <= rsi[14](close)[1]
RSI;RSI<RSI2;RSI(14)[0] <= RSI(14)[2];rsi(c,14)[0] <= rsi(c,14)[2];RSI(14,3)[0] <= RSI(14,3)[2];talib.RSI(C,14)[-1] <= talib.RSI(C,14)[-3];rsi[14](close)[0] <= rsi[14](close)[2]
RSI;RSI<RSI3;RSI(14)[0] <= RSI(14)[3];rsi(c,14)[0] <= rsi(c,14)[3];RSI(14,3)[0] <= RSI(14,3)[3];talib.RSI(C,14)[-1] <= talib.RSI(C,14)[-4];rsi[14](close)[0] <= rsi[14](close)[3]
RSI;RSI<RSI4;RSI(14)[0] <= RSI(14)[4];rsi(c,14)[0] <= rsi(c,14)[4];RSI(14,3)[0] <= RSI(14,3)[4];talib.RSI(C,14)[-1] <= talib.RSI(C,14)[-5];rsi[14](close)[0] <= rsi[14](close)[4]
RSI;RSI<RSI5;RSI(14)[0] <= RSI(14)[5];rsi(c,14)[0] <= rsi(c,14)[5];RSI(14,3)[0] <= RSI(14,3)[5];talib.RSI(C,14)[-1] <= talib.RSI(C,14)[-6];rsi[14](close)[0] <= rsi[14](close)[5]
RSI;RSI2>RSI21;RSI(2)[0] > RSI(2)[1];rsi(c,2)[0] > rsi(c,2)[1];RSI(2,3)[0] > RSI(2,3)[1];talib.RSI(C,2)[-1] > talib.RSI(C,2)[-2];rsi[2](close)[0] > rsi[2](close)[1]
RSI;RSI2>RSI22;RSI(2)[0] > RSI(2)[2];rsi(c,2)[0] > rsi(c,2)[2];RSI(2,3)[0] > RSI(2,3)[2];talib.RSI(C,2)[-1] > talib.RSI(C,2)[-3];rsi[2](close)[0] > rsi[2](close)[2]
RSI;RSI2>RSI23;RSI(2)[0] > RSI(2)[3];rsi(c,2)[0] > rsi(c,2)[3];RSI(2,3)[0] > RSI(2,3)[3];talib.RSI(C,2)[-1] > talib.RSI(C,2)[-4];rsi[2](close)[0] > rsi[2](close)[3]
RSI;RSI2>RSI24;RSI(2)[0] > RSI(2)[4];rsi(c,2)[0] > rsi(c,2)[4];RSI(2,3)[0] > RSI(2,3)[4];talib.RSI(C,2)[-1] > talib.RSI(C,2)[-5];rsi[2](close)[0] > rsi[2](close)[4]
RSI;RSI2>RSI25;RSI(2)[0] > RSI(2)[5];rsi(c,2)[0] > rsi(c,2)[5];RSI(2,3)[0] > RSI(2,3)[5];talib.RSI(C,2)[-1] > talib.RSI(C,2)[-6];rsi[2](close)[0] > rsi[2](close)[5]
RSI;RSI2<RSI21;RSI(2)[0] <= RSI(2)[1];rsi(c,2)[0] <= rsi(c,2)[1];RSI(2,3)[0] <= RSI(2,3)[1];talib.RSI(C,2)[-1] <= talib.RSI(C,2)[-2];rsi[2](close)[0] <= rsi[2](close)[1]
RSI;RSI2<RSI22;RSI(2)[0] <= RSI(2)[2];rsi(c,2)[0] <= rsi(c,2)[2];RSI(2,3)[0] <= RSI(2,3)[2];talib.RSI(C,2)[-1] <= talib.RSI(C,2)[-3];rsi[2](close)[0] <= rsi[2](close)[2]
RSI;RSI2<RSI23;RSI(2)[0] <= RSI(2)[3];rsi(c,2)[0] <= rsi(c,2)[3];RSI(2,3)[0] <= RSI(2,3)[3];talib.RSI(C,2)[-1] <= talib.RSI(C,2)[-4];rsi[2](close)[0] <= rsi[2](close)[3]
RSI;RSI2<RSI24;RSI(2)[0] <= RSI(2)[4];rsi(c,2)[0] <= rsi(c,2)[4];RSI(2,3)[0] <= RSI(2,3)[4];talib.RSI(C,2)[-1] <= talib.RSI(C,2)[-5];rsi[2](close)[0] <= rsi[2](close)[4]
RSI;RSI2<RSI25;RSI(2)[0] <= RSI(2)[5];rsi(c,2)[0] <= rsi(c,2)[5];RSI(2,3)[0] <= RSI(2,3)[5];talib.RSI(C,2)[-1] <= talib.RSI(C,2)[-6];rsi[2](close)[0] <= rsi[2](close)[5]
RSI;RSI2_0010;RSI(2)[0] <= 10;rsi(c,2)[0] <= 10;RSI(2,3)[0] <= 10;talib.RSI(C,2)[-1] <= 10;rsi[2](close)[0] <= 10
RSI;RSI2_1020;RSI(2)[0] >= 10 and RSI(2)[0] <= 20;rsi(c,2)[0] >= 10 and rsi(c,2)[0] <= 20;RSI(2,3)[0] >= 10 && RSI(2,3)[0] <= 20;talib.RSI(C,2)[-1] >= 10 and talib.RSI(C,2)[-1] <= 20;rsi[2](close)[0] >= 10 and rsi[2](close)[0] <= 20
RSI;RSI2_2030;RSI(2)[0] >= 20 and RSI(2)[0] <= 30;rsi(c,2)[0] >= 20 and rsi(c,2)[0] <= 30;RSI(2,3)[0] >= 20 && RSI(2,3)[0] <= 30;talib.RSI(C,2)[-1] >= 20 and talib.RSI(C,2)[-1] <= 30;rsi[2](close)[0] >= 20 and rsi[2](close)[0] <= 30
RSI;RSI2_3040;RSI(2)[0] >= 30 and RSI(2)[0] <= 40;rsi(c,2)[0] >= 30 and rsi(c,2)[0] <= 40;RSI(2,3)[0] >= 30 && RSI(2,3)[0] <= 40;talib.RSI(C,2)[-1] >= 30 and talib.RSI(C,2)[-1] <= 40;rsi[2](close)[0] >= 30 and rsi[2](close)[0] <= 40
RSI;RSI2_4050;RSI(2)[0] >= 40 and RSI(2)[0] <= 50;rsi(c,2)[0] >= 40 and rsi(c,2)[0] <= 50;RSI(2,3)[0] >= 40 && RSI(2,3)[0] <= 50;talib.RSI(C,2)[-1] >= 40 and talib.RSI(C,2)[-1] <= 50;rsi[2](close)[0] >= 40 and rsi[2](close)[0] <= 50
RSI;RSI2_5060;RSI(2)[0] >= 50 and RSI(2)[0] <= 60;rsi(c,2)[0] >= 50 and rsi(c,2)[0] <= 60;RSI(2,3)[0] >= 50 && RSI(2,3)[0] <= 60;talib.RSI(C,2)[-1] >= 50 and talib.RSI(C,2)[-1] <= 60;rsi[2](close)[0] >= 50 and rsi[2](close)[0] <= 60
RSI;RSI2_6070;RSI(2)[0] >= 60 and RSI(2)[0] <= 70;rsi(c,2)[0] >= 60 and rsi(c,2)[0] <= 70;RSI(2,3)[0] >= 60 && RSI(2,3)[0] <= 70;talib.RSI(C,2)[-1] >= 60 and talib.RSI(C,2)[-1] <= 70;rsi[2](close)[0] >= 60 and rsi[2](close)[0] <= 70
RSI;RSI2_7080;RSI(2)[0] >= 70 and RSI(2)[0] <= 80;rsi(c,2)[0] >= 70 and rsi(c,2)[0] <= 80;RSI(2,3)[0] >= 70 && RSI(2,3)[0] <= 80;talib.RSI(C,2)[-1] >= 70 and talib.RSI(C,2)[-1] <= 80;rsi[2](close)[0] >= 70 and rsi[2](close)[0] <= 80
RSI;RSI2_8090;RSI(2)[0] >= 80 and RSI(2)[0] <= 90;rsi(c,2)[0] >= 80 and rsi(c,2)[0] <= 90;RSI(2,3)[0] >= 80 && RSI(2,3)[0] <= 90;talib.RSI(C,2)[-1] >= 80 and talib.RSI(C,2)[-1] <= 90;rsi[2](close)[0] >= 80 and rsi[2](close)[0] <= 90
RSI;RSI2_9000;RSI(2)[0] >= 90;rsi(c,2)[0] >= 90;RSI(2,3)[0] >= 90;talib.RSI(C,2)[-1] >= 90;rsi[2](close)[0] >= 90
RSI;RSI2_0515;RSI(2)[0] >= 5 and RSI(2)[0] <= 15;rsi(c,2)[0] >= 5 and rsi(c,2)[0] <= 15;RSI(2,3)[0] >= 5 && RSI(2,3)[0] <= 15;talib.RSI(C,2)[-1] >= 05 and talib.RSI(C,2)[-1] <= 15;rsi[2](close)[0] >= 5 and rsi[2](close)[0] <= 15
RSI;RSI2_1525;RSI(2)[0] >= 15 and RSI(2)[0] <= 25;rsi(c,2)[0] >= 15 and rsi(c,2)[0] <= 25;RSI(2,3)[0] >= 15 && RSI(2,3)[0] <= 25;talib.RSI(C,2)[-1] >= 15 and talib.RSI(C,2)[-1] <= 25;rsi[2](close)[0] >= 15 and rsi[2](close)[0] <= 25
RSI;RSI2_2535;RSI(2)[0] >= 25 and RSI(2)[0] <= 35;rsi(c,2)[0] >= 25 and rsi(c,2)[0] <= 35;RSI(2,3)[0] >= 25 && RSI(2,3)[0] <= 35;talib.RSI(C,2)[-1] >= 25 and talib.RSI(C,2)[-1] <= 35;rsi[2](close)[0] >= 25 and rsi[2](close)[0] <= 35
RSI;RSI2_3545;RSI(2)[0] >= 35 and RSI(2)[0] <= 45;rsi(c,2)[0] >= 35 and rsi(c,2)[0] <= 45;RSI(2,3)[0] >= 35 && RSI(2,3)[0] <= 45;talib.RSI(C,2)[-1] >= 35 and talib.RSI(C,2)[-1] <= 45;rsi[2](close)[0] >= 35 and rsi[2](close)[0] <= 45
RSI;RSI2_4555;RSI(2)[0] >= 45 and RSI(2)[0] <= 55;rsi(c,2)[0] >= 45 and rsi(c,2)[0] <= 55;RSI(2,3)[0] >= 45 && RSI(2,3)[0] <= 55;talib.RSI(C,2)[-1] >= 45 and talib.RSI(C,2)[-1] <= 55;rsi[2](close)[0] >= 45 and rsi[2](close)[0] <= 55
RSI;RSI2_5565;RSI(2)[0] >= 55 and RSI(2)[0] <= 65;rsi(c,2)[0] >= 55 and rsi(c,2)[0] <= 65;RSI(2,3)[0] >= 55 && RSI(2,3)[0] <= 65;talib.RSI(C,2)[-1] >= 55 and talib.RSI(C,2)[-1] <= 65;rsi[2](close)[0] >= 55 and rsi[2](close)[0] <= 65
RSI;RSI2_6575;RSI(2)[0] >= 65 and RSI(2)[0] <= 75;rsi(c,2)[0] >= 65 and rsi(c,2)[0] <= 75;RSI(2,3)[0] >= 65 && RSI(2,3)[0] <= 75;talib.RSI(C,2)[-1] >= 65 and talib.RSI(C,2)[-1] <= 75;rsi[2](close)[0] >= 65 and rsi[2](close)[0] <= 75
RSI;RSI2_7585;RSI(2)[0] >= 75 and RSI(2)[0] <= 85;rsi(c,2)[0] >= 75 and rsi(c,2)[0] <= 85;RSI(2,3)[0] >= 75 && RSI(2,3)[0] <= 85;talib.RSI(C,2)[-1] >= 75 and talib.RSI(C,2)[-1] <= 85;rsi[2](close)[0] >= 75 and rsi[2](close)[0] <= 85
RSI;RSI2_8595;RSI(2)[0] >= 85 and RSI(2)[0] <= 95;rsi(c,2)[0] >= 85 and rsi(c,2)[0] <= 95;RSI(2,3)[0] >= 85 && RSI(2,3)[0] <= 95;talib.RSI(C,2)[-1] >= 85 and talib.RSI(C,2)[-1] <= 95;rsi[2](close)[0] >= 85 and rsi[2](close)[0] <= 95
RSI;RSI0010;RSI(14)[0] <= 10;rsi(c,14)[0] <= 10;RSI(14,3) <= 10;talib.RSI(C,14)[-1] <= 10;rsi[14](close)[0] <= 10
RSI;RSI1020;RSI(14)[0] > 10 and RSI(14)[0] <= 20;rsi(c,14)[0] > 10 and rsi(c,14)[0] <= 20;RSI(14,3) > 10 && RSI(14,3) <= 20;talib.RSI(C,14)[-1] >= 10 and talib.RSI(C,14)[-1] <= 20;rsi[14](close)[0] > 10 and rsi[14](close)[0] <= 20
RSI;RSI2030;RSI(14)[0] > 20 and RSI(14)[0] <= 30;rsi(c,14)[0] > 20 and rsi(c,14)[0] <= 30;RSI(14,3) > 20 && RSI(14,3) <= 30;talib.RSI(C,14)[-1] >= 20 and talib.RSI(C,14)[-1] <= 30;rsi[14](close)[0] > 20 and rsi[14](close)[0] <= 30
RSI;RSI3040;RSI(14)[0] > 30 and RSI(14)[0] <= 40;rsi(c,14)[0] > 30 and rsi(c,14)[0] <= 40;RSI(14,3) > 30 && RSI(14,3) <= 40;talib.RSI(C,14)[-1] >= 30 and talib.RSI(C,14)[-1] <= 40;rsi[14](close)[0] > 30 and rsi[14](close)[0] <= 40
RSI;RSI4050;RSI(14)[0] > 40 and RSI(14)[0] <= 50;rsi(c,14)[0] > 40 and rsi(c,14)[0] <= 50;RSI(14,3) > 40 && RSI(14,3) <= 50;talib.RSI(C,14)[-1] >= 40 and talib.RSI(C,14)[-1] <= 50;rsi[14](close)[0] > 40 and rsi[14](close)[0] <= 50
RSI;RSI5060;RSI(14)[0] > 50 and RSI(14)[0] <= 60;rsi(c,14)[0] > 50 and rsi(c,14)[0] <= 60;RSI(14,3) > 50 && RSI(14,3) <= 60;talib.RSI(C,14)[-1] >= 50 and talib.RSI(C,14)[-1] <= 60;rsi[14](close)[0] > 50 and rsi[14](close)[0] <= 60
RSI;RSI6070;RSI(14)[0] > 60 and RSI(14)[0] <= 70;rsi(c,14)[0] > 60 and rsi(c,14)[0] <= 70;RSI(14,3) > 60 && RSI(14,3) <= 70;talib.RSI(C,14)[-1] >= 60 and talib.RSI(C,14)[-1] <= 70;rsi[14](close)[0] > 60 and rsi[14](close)[0] <= 70
RSI;RSI7080;RSI(14)[0] > 70 and RSI(14)[0] <= 80;rsi(c,14)[0] > 70 and rsi(c,14)[0] <= 80;RSI(14,3) > 70 && RSI(14,3) <= 80;talib.RSI(C,14)[-1] >= 70 and talib.RSI(C,14)[-1] <= 80;rsi[14](close)[0] > 70 and rsi[14](close)[0] <= 80
RSI;RSI8090;RSI(14)[0] > 80 and RSI(14)[0] <= 90;rsi(c,14)[0] > 80 and rsi(c,14)[0] <= 90;RSI(14,3) > 80 && RSI(14,3) <= 90;talib.RSI(C,14)[-1] >= 80 and talib.RSI(C,14)[-1] <= 90;rsi[14](close)[0] > 80 and rsi[14](close)[0] <= 90
RSI;RSI9000;RSI(14)[0] > 90;rsi(c,14)[0] > 90;RSI(14,3) > 90;talib.RSI(C,14)[-1] >= 90;rsi[14](close)[0] > 90
RSI;RSI_0515;RSI(14)[0] >= 5 and RSI(14)[0] <= 15;rsi(c,14)[0] >= 5 and rsi(c,14)[0] <= 15;RSI(14,3)[0] >= 5 && RSI(14,3)[0] <= 15;talib.RSI(C,14)[-1] >= 05 and talib.RSI(C,14)[-1] <= 15;rsi[14](close)[0] >= 5 and rsi[14](close)[0] <= 15
RSI;RSI_1525;RSI(14)[0] >= 15 and RSI(14)[0] <= 25;rsi(c,14)[0] >= 15 and rsi(c,14)[0] <= 25;RSI(14,3)[0] >= 15 && RSI(14,3)[0] <= 25;talib.RSI(C,14)[-1] >= 15 and talib.RSI(C,14)[-1] <= 25;rsi[14](close)[0] >= 15 and rsi[14](close)[0] <= 25
RSI;RSI_2535;RSI(14)[0] >= 25 and RSI(14)[0] <= 35;rsi(c,14)[0] >= 25 and rsi(c,14)[0] <= 35;RSI(14,3)[0] >= 25 && RSI(14,3)[0] <= 35;talib.RSI(C,14)[-1] >= 25 and talib.RSI(C,14)[-1] <= 35;rsi[14](close)[0] >= 25 and rsi[14](close)[0] <= 35
RSI;RSI_3545;RSI(14)[0] >= 35 and RSI(14)[0] <= 45;rsi(c,14)[0] >= 35 and rsi(c,14)[0] <= 45;RSI(14,3)[0] >= 35 && RSI(14,3)[0] <= 45;talib.RSI(C,14)[-1] >= 35 and talib.RSI(C,14)[-1] <= 45;rsi[14](close)[0] >= 35 and rsi[14](close)[0] <= 45
RSI;RSI_4555;RSI(14)[0] >= 45 and RSI(14)[0] <= 55;rsi(c,14)[0] >= 45 and rsi(c,14)[0] <= 55;RSI(14,3)[0] >= 45 && RSI(14,3)[0] <= 55;talib.RSI(C,14)[-1] >= 45 and talib.RSI(C,14)[-1] <= 55;rsi[14](close)[0] >= 45 and rsi[14](close)[0] <= 55
